date	tweet_id
2021-02-02	442343
2021-02-03	422037
2021-02-04	390911
2021-02-05	384531
2021-02-06	283536
2021-02-07	260246
2021-02-08	347536
2021-02-09	395533
2021-02-10	384240
2021-02-11	383406
2021-02-12	364739
2021-02-13	261997
2021-02-14	243110
2021-02-15	341162
2021-02-16	357951
2021-02-17	377977
2021-02-18	345591
2021-02-19	333953
2021-02-20	243915
2021-02-21	249029
2021-02-22	320275
2021-02-23	352477
2021-02-24	356295
2021-02-25	356977
2021-02-26	353703
2021-02-27	264857
2021-02-28	250576
2021-03-01	335578
2021-03-02	418113
2021-03-03	411374
2021-03-04	365210
2021-03-05	358306
2021-03-06	283292
2021-03-07	254498
2021-03-08	310453
2021-03-09	307377
2021-03-10	351566
2021-03-11	387920
2021-03-12	377088
2021-03-13	252513
2021-03-14	247987
2021-03-15	341345
2021-03-16	369694
2021-03-17	379534
2021-03-18	380915
2021-03-19	352619
2021-03-20	312108
2021-03-21	266761
2021-03-22	365707
2021-03-23	382967
2021-03-24	392751
2021-03-25	366575
2021-03-26	383462
2021-03-27	290395
2021-03-28	265553
2021-03-29	383287
2021-03-30	411094
2021-03-31	379312
2021-04-01	374875
2021-04-02	315969
2021-04-03	295020
2021-04-04	252775
2021-04-05	331313
2021-04-06	403558
2021-04-07	416908
2021-04-08	365948
2021-04-09	368146
2021-04-10	295868
2021-04-11	281626
2021-04-12	362701
2021-04-13	410476
2021-04-14	374185
2021-04-15	384988
2021-04-16	374263
2021-04-17	235082
2021-04-18	295586
2021-04-19	395790
2021-04-20	394782
2021-04-21	353214
2021-04-22	421098
2021-04-23	402482
2021-04-24	360595
2021-04-25	338795
2021-04-26	422148
2021-04-27	449117
2021-04-28	401462
2021-04-29	409505
2021-04-30	375955
2021-05-01	290751
2021-05-02	259050
2021-05-03	336022
2021-05-04	359556
2021-05-05	436055
2021-05-06	400277
2021-05-07	346826
2021-05-08	299552
2021-05-09	233899
2021-05-10	357049
2021-05-11	326803
2021-05-12	325632
2021-05-13	339344
2021-05-14	293177
2021-05-15	260480
2021-05-16	209252
2021-05-17	299315
2021-05-18	320392
2021-05-19	322676
2021-05-20	296048
2021-05-21	291618
2021-05-22	222570
2021-05-23	230876
2021-05-24	283512
2021-05-25	310936
2021-05-26	312981
2021-05-27	324019
2021-05-28	280598
2021-05-29	262827
2021-05-30	221751
2021-05-31	244466
2021-06-01	273326
2021-06-02	278520
2021-06-03	262910
2021-06-04	281882
2021-06-05	204937
2021-06-06	176856
2021-06-07	252062
2021-06-08	257937
2021-06-09	259900
2021-06-10	264908
2021-06-11	245307
2021-06-12	201540
2021-06-13	173776
2021-06-14	216863
2021-06-15	261812
2021-06-16	262501
2021-06-17	215679
2021-06-18	257110
2021-06-19	197286
2021-06-20	185808
2021-06-21	258775
2021-06-22	261039
2021-06-23	276213
2021-06-24	276309
2021-06-25	260183
2021-06-26	237054
2021-06-27	194774
2021-06-28	262097
2021-06-29	291005
2021-06-30	271472
2021-07-01	265001
2021-07-02	252876
2021-07-03	191914
2021-07-04	185663
2021-07-05	242197
2021-07-06	311164
2021-07-07	299212
2021-07-08	334435
2021-07-09	325119
2021-07-10	571371
2021-07-11	749427
2021-07-12	376805
2021-07-13	411798
2021-07-14	380578
2021-07-15	369472
2021-07-16	357638
2021-07-17	319998
2021-07-18	276363
2021-07-19	359265
2021-07-20	389358
2021-07-21	363170
2021-07-22	355107
2021-07-23	439036
2021-07-24	304737
2021-07-25	275306
2021-07-26	350051
2021-07-27	344158
2021-07-28	342153
2021-07-29	369386
2021-07-30	374556
2021-07-31	290162
2021-08-01	249182
2021-08-02	313981
2021-08-03	327809
2021-08-04	385479
2021-08-05	360867
2021-08-06	340534
2021-08-07	283516
2021-08-08	250583
2021-08-09	322431
2021-08-10	321446
2021-08-11	349519
2021-08-12	332539
2021-08-13	334636
2021-08-14	262133
2021-08-15	186176
2021-08-16	249018
2021-08-17	308657
2021-08-18	305410
2021-08-19	299178
2021-08-20	283691
2021-08-21	217354
2021-08-22	213050
2021-08-23	335595
2021-08-24	303828
2021-08-25	298605
2021-08-26	270647
2021-08-27	274075
2021-08-28	212679
2021-08-29	194149
2021-08-30	280275
2021-08-31	250797
2021-09-01	268581
2021-09-02	300795
2021-09-03	233713
2021-09-04	201628
2021-09-05	187621
2021-09-06	199047
2021-09-07	223093
2021-09-08	233246
2021-09-09	258860
2021-09-10	253862
2021-09-11	177780
2021-09-12	157279
2021-09-13	235394
2021-09-14	243626
2021-09-15	215373
2021-09-16	233697
2021-09-17	215365
2021-09-18	161122
2021-09-19	153396
2021-09-20	213424
2021-09-21	212404
2021-09-22	251034
2021-09-23	212446
2021-09-24	198604
2021-09-25	144623
2021-09-26	130521
2021-09-27	193146
2021-09-28	205511
2021-09-29	205173
2021-09-30	176707
2021-10-01	199271
2021-10-02	148025
2021-10-03	130359
2021-10-04	160824
2021-10-05	177069
2021-10-06	190530
2021-10-07	190589
2021-10-08	157139
2021-10-09	136930
2021-10-10	120352
2021-10-11	155642
2021-10-12	194534
2021-10-13	181607
2021-10-14	172544
2021-10-15	145586
2021-10-16	119282
2021-10-17	110292
2021-10-18	187339
2021-10-19	182247
2021-10-20	187739
2021-10-21	174924
2021-10-22	157413
2021-10-23	116900
2021-10-24	112316
2021-10-25	165531
2021-10-26	166002
2021-10-27	157259
2021-10-28	156812
2021-10-29	157489
2021-10-30	123816
2021-10-31	14432
