lat,lng,pop
 37.55248,-122.30950312548049,1
 22.6126825,88.39675397063142,1
 -22.908248999999998,-43.47679982453417,1
 -20.874911,-54.347518496867465,1
 53.36757405,-2.171273060577163,1
 49.441205100000005,1.0852797950722075,1
 8.9637285,-69.39138763566132,1
 38.003541999999996,-78.22542511852362,1
 -33.764072999999996,-55.86913589919476,1
 43.629361,-79.27831878185876,1
 -34.3166419,-58.97871319297235,1
 48.4266115,-123.35726172518457,1
 -33.1238005,-64.35683558075733,1
 -2.86592699855891,-79.19277586081512,1
 49.354043000000004,-123.0077446245048,1
 6.273409998578325,-75.61788482940216,1
 -16.642891,-49.26533244198062,1
 -12.8752682,-38.48738161402011,1
 29.7076766,-95.46022137618831,1
 28.10301545,-15.457024749447575,1
 32.819865500000006,-96.73016683990949,1
 -25.300369250000003,-57.60872268897312,1
 -37.0875635,-63.915451632229235,1
 4.2620515010534845,-74.19859422093097,1
 40.8898012,-73.97504635547465,1
 31.5474053,-97.15053371307181,1
 39.4987585,-111.54923582736677,1
 38.928253,-77.03479858735744,1
 41.5006615,-100.02804345523697,1
 5.064958499662065,-73.32159311336997,1
 -23.3922755,-46.46453120872865,1
 10.390213195262199,-75.49489445358387,1
 -33.8482430125,150.96870742118324,1
 20.676676049999998,-103.33402112660934,1
 -8.0436666,-34.930913091307545,1
 -8.1487415,-35.002979814795566,1
 38.0400815,-78.49034317657481,1
 -7.3061665,109.28787444651391,1
 17.881371,79.50676151620678,1
 -34.747858,-58.283050589940814,1
 48.8587725,2.3200448684016433,1
 49.25352530000001,4.048136260293081,1
 -34.60445005,-58.44624422507712,1
 3.1840070999999996,113.47258957327587,1
 42.417049,-71.17072873057455,1
 -33.023099450000004,-60.62426433959101,1
 42.854244,-70.94906662062756,1
 -20.7487095,-42.88084835279412,1
 -31.83938873875,115.83018576955499,1
 53.343361200000004,-8.885412520846934,1
 -25.545136,-57.392120060226596,1
 17.6352113,120.81434754908472,1
 20.941367,-89.6520806735113,1
 25.95612355,-80.13649763714784,1
 8.418274,-81.48477434142401,1
 33.6925551,-118.0005917297972,1
 27.698442,-81.55781848866349,1
 -32.951572,-60.69350625544267,1
 47.667305999999996,-117.39766901415095,1
 -23.68305,-46.71709015923788,1
 -0.166624998774166,-78.50758778354512,1
 -25.77880855,-56.44641980283534,1
 37.383047149999996,-5.959033999854785,1
 37.946383,-86.76380153965101,1
 5.49079850044682,-73.39342089132312,1
 18.4878192754783,-69.28269160738321,1
 15.7725367,-90.28701333512204,1
 -36.7948393,-73.12526952277955,1
 37.994636549999996,23.799487219623604,1
 -14.86194105,-39.296341442989345,1
 45.782002500000004,-122.54466405702172,1
 39.7367838,-75.697252570845,1
 43.725062,-79.74353192502639,1
 -25.545136,-57.392120060226596,1
 -34.4604528,-58.883051163955976,1
 17.6352113,120.81434754908472,1
 43.629361,-79.27831878185876,1
 -26.8727024,-49.11807332465935,1
 45.61934855,9.246196753221877,1
 -22.908248999999998,-43.47679982453417,1
 39.994663,-82.95267208837973,1
 38.6537705,-90.24253450801241,1
 15.7725367,-90.28701333512204,1
 -33.434335408612036,-70.6198163921371,1
 -23.53391,-49.240368351900074,1
 10.2153292,-67.42329897976065,1
 -34.7028265,-58.70925176403061,1
 54.566839650000006,-5.897651067099982,1
 -14.86194105,-39.296341442989345,1
 39.194024,-77.16937227058824,1
 43.084648235194095,-88.02455500838832,1
 51.026137,-114.04977333200725,1
 30.425684,-89.05271260339364,1
 -34.661165999999994,-59.42641608483318,1
 41.686144,-71.15526567882137,1
 36.0609752,-115.12500312775612,1
 5.057590497435704,-75.56497363575346,1
 33.552087549999996,-112.0735233686602,1
 -34.8197395,-56.23476929094975,1
 38.7438025,-9.151858194089012,1
 -23.745384,-45.68681980490042,1
 40.004886,-75.1385241472828,1
 -23.710599,-46.504712600059186,1
 -2.86592699855891,-79.19277586081512,1
 37.383047149999996,-5.959033999854785,1
 43.4302305,-80.48808199058735,1
 20.59187805,-103.33518535860507,1
 45.769232,-73.61378864962145,1
 31.168839,-99.68322055033974,1
 29.7076766,-95.46022137618831,1
 -33.8482430125,150.96870742118324,1
